country,region,year,earthquakeDeaths
Italy,Europe,2003,0
Japan,Asia,2003,2
Kazakhstan,Asia,2003,3
Kenya,Africa,2003,0
Kyrgyz Republic,Asia,2003,0
Malawi,Africa,2003,0
Mexico,Americas,2003,29
Morocco,Africa,2003,0
Mozambique,Africa,2003,0
Myanmar,Asia,2003,0
Nepal,Asia,2003,0
Netherlands,Europe,2003,0
New Zealand,Asia,2003,0
Nicaragua,Americas,2003,0
North Korea,Asia,2003,0
Pakistan,Asia,2003,0
Panama,Americas,2003,2
Papua New Guinea,Asia,2003,0
Peru,Americas,2003,0
Philippines,Asia,2003,0
Poland,Europe,2003,0
Romania,Europe,2003,0
Russia,Europe,2003,3
Rwanda,Africa,2003,0
Slovenia,Europe,2003,0
Solomon Islands,Asia,2003,0
South Africa,Africa,2003,0
Spain,Europe,2003,0
St. Lucia,Americas,2003,0
Sudan,Africa,2003,0
Tajikistan,Asia,2003,0
Tanzania,Africa,2003,0
Thailand,Asia,2003,0
Tonga,Asia,2003,0
Trinidad and Tobago,Americas,2003,0
Turkey,Europe,2003,178
Turkmenistan,Asia,2003,0
Uganda,Africa,2003,0
United Kingdom,Europe,2003,0
United States,Americas,2003,2
Uzbekistan,Asia,2003,0
Vanuatu,Asia,2003,0
Venezuela,Americas,2003,0
Yemen,Asia,2003,0
Afghanistan,Asia,2004,2
Albania,Europe,2004,0
Algeria,Africa,2004,0
Argentina,Americas,2004,0
Armenia,Europe,2004,0
Australia,Asia,2004,0
Austria,Europe,2004,0
Azerbaijan,Europe,2004,0
Bangladesh,Asia,2004,0
Barbados,Americas,2004,0
Belgium,Europe,2004,0
Bolivia,Americas,2004,0
Brazil,Americas,2004,0
Bulgaria,Europe,2004,0
Burundi,Africa,2004,3
Chile,Americas,2004,0
China,Asia,2004,4
Colombia,Americas,2004,1
"Congo, Dem. Rep.",Africa,2004,0
"Congo, Rep.",Africa,2004,0
Costa Rica,Americas,2004,8
Croatia,Europe,2004,0
Cuba,Americas,2004,0
Cyprus,Europe,2004,0
Dominica,Americas,2004,0
Dominican Republic,Americas,2004,0
Ecuador,Americas,2004,0
Egypt,Africa,2004,0
El Salvador,Americas,2004,0
Fiji,Asia,2004,0
Georgia,Europe,2004,0
Germany,Europe,2004,0
Greece,Europe,2004,0
Guatemala,Americas,2004,0
Guinea,Africa,2004,0
Honduras,Americas,2004,0
Iceland,Europe,2004,0
India,Asia,2004,0
Indonesia,Asia,2004,108
Iran,Asia,2004,35
Iraq,Asia,2004,0
Italy,Europe,2004,0
Japan,Asia,2004,40
Kazakhstan,Asia,2004,0
Kenya,Africa,2004,0
Kyrgyz Republic,Asia,2004,0
Malawi,Africa,2004,0
Mexico,Americas,2004,0
Morocco,Africa,2004,628
Mozambique,Africa,2004,0
Myanmar,Asia,2004,0
Nepal,Asia,2004,0
Netherlands,Europe,2004,0
New Zealand,Asia,2004,0
Nicaragua,Americas,2004,0
North Korea,Asia,2004,0
Pakistan,Asia,2004,24
Panama,Americas,2004,0
Papua New Guinea,Asia,2004,0
Peru,Americas,2004,0
Philippines,Asia,2004,0
Poland,Europe,2004,0
Romania,Europe,2004,0
Russia,Europe,2004,0
Rwanda,Africa,2004,0
Slovenia,Europe,2004,1
Solomon Islands,Asia,2004,0
South Africa,Africa,2004,0
Spain,Europe,2004,0
St. Lucia,Americas,2004,0
Sudan,Africa,2004,0
Tajikistan,Asia,2004,0
Tanzania,Africa,2004,0
Thailand,Asia,2004,0
Tonga,Asia,2004,0
Trinidad and Tobago,Americas,2004,0
Turkey,Europe,2004,27
Turkmenistan,Asia,2004,0
Uganda,Africa,2004,0
United Kingdom,Europe,2004,0
United States,Americas,2004,0
Uzbekistan,Asia,2004,0
Vanuatu,Asia,2004,0
Venezuela,Americas,2004,0
Yemen,Asia,2004,0
Afghanistan,Asia,2005,6
Albania,Europe,2005,0
Algeria,Africa,2005,0
Argentina,Americas,2005,0
Armenia,Europe,2005,0
Australia,Asia,2005,0
Austria,Europe,2005,0
Azerbaijan,Europe,2005,0
Bangladesh,Asia,2005,0
Barbados,Americas,2005,0
Belgium,Europe,2005,0
Bolivia,Americas,2005,0
Brazil,Americas,2005,0
Bulgaria,Europe,2005,0
Burundi,Africa,2005,0
Chile,Americas,2005,11
China,Asia,2005,16
Colombia,Americas,2005,0
"Congo, Dem. Rep.",Africa,2005,0
"Congo, Rep.",Africa,2005,6
Costa Rica,Americas,2005,0
Croatia,Europe,2005,0
Cuba,Americas,2005,0
Cyprus,Europe,2005,0
Dominica,Americas,2005,0
Dominican Republic,Americas,2005,0
Ecuador,Americas,2005,0
Egypt,Africa,2005,0
El Salvador,Americas,2005,1
Fiji,Asia,2005,0
Georgia,Europe,2005,0
Germany,Europe,2005,0
Greece,Europe,2005,0
Guatemala,Americas,2005,0
Guinea,Africa,2005,0
Honduras,Americas,2005,0
Iceland,Europe,2005,0
India,Asia,2005,1310
Indonesia,Asia,2005,916
Iran,Asia,2005,625
Iraq,Asia,2005,0
Italy,Europe,2005,0
Japan,Asia,2005,1
Kazakhstan,Asia,2005,0
Kenya,Africa,2005,0
Kyrgyz Republic,Asia,2005,0
Malawi,Africa,2005,0
Mexico,Americas,2005,0
Morocco,Africa,2005,0
Mozambique,Africa,2005,0
Myanmar,Asia,2005,0
Nepal,Asia,2005,0
Netherlands,Europe,2005,0
New Zealand,Asia,2005,0
Nicaragua,Americas,2005,0
North Korea,Asia,2005,0
Pakistan,Asia,2005,73300
Panama,Americas,2005,0
Papua New Guinea,Asia,2005,1
Peru,Americas,2005,5
Philippines,Asia,2005,0
Poland,Europe,2005,0
Romania,Europe,2005,0
Russia,Europe,2005,0
Rwanda,Africa,2005,0
Slovenia,Europe,2005,0
Solomon Islands,Asia,2005,0
South Africa,Africa,2005,2
Spain,Europe,2005,0
St. Lucia,Americas,2005,0
Sudan,Africa,2005,0
Tajikistan,Asia,2005,0
Tanzania,Africa,2005,2
Thailand,Asia,2005,0
Tonga,Asia,2005,0
Trinidad and Tobago,Americas,2005,0
Turkey,Europe,2005,2
Turkmenistan,Asia,2005,0
Uganda,Africa,2005,0
United Kingdom,Europe,2005,0
United States,Americas,2005,0
Uzbekistan,Asia,2005,0
Vanuatu,Asia,2005,0
Venezuela,Americas,2005,0
Yemen,Asia,2005,0
Afghanistan,Asia,2006,1
Albania,Europe,2006,0
Algeria,Africa,2006,4
Argentina,Americas,2006,0
Armenia,Europe,2006,0
Australia,Asia,2006,0
Austria,Europe,2006,0
Azerbaijan,Europe,2006,0
Bangladesh,Asia,2006,0
Barbados,Americas,2006,0
Belgium,Europe,2006,0
Bolivia,Americas,2006,0
Brazil,Americas,2006,0
Bulgaria,Europe,2006,0
Burundi,Africa,2006,0
Chile,Americas,2006,0
China,Asia,2006,23
Colombia,Americas,2006,0
"Congo, Dem. Rep.",Africa,2006,0
"Congo, Rep.",Africa,2006,0
Costa Rica,Americas,2006,0
Croatia,Europe,2006,0
Cuba,Americas,2006,0
Cyprus,Europe,2006,0
Dominica,Americas,2006,0
Dominican Republic,Americas,2006,0
Ecuador,Americas,2006,0
Egypt,Africa,2006,0
El Salvador,Americas,2006,0
Fiji,Asia,2006,0
Georgia,Europe,2006,0
Germany,Europe,2006,0
Greece,Europe,2006,0
Guatemala,Americas,2006,0
Guinea,Africa,2006,0
Honduras,Americas,2006,0
Iceland,Europe,2006,0
India,Asia,2006,0
Indonesia,Asia,2006,5790
Iran,Asia,2006,63
Iraq,Asia,2006,0
Italy,Europe,2006,0
Japan,Asia,2006,0
Kazakhstan,Asia,2006,0
Kenya,Africa,2006,0
Kyrgyz Republic,Asia,2006,0
Malawi,Africa,2006,0
Mexico,Americas,2006,0
Morocco,Africa,2006,0
Mozambique,Africa,2006,4
Myanmar,Asia,2006,0
Nepal,Asia,2006,0
Netherlands,Europe,2006,0
New Zealand,Asia,2006,0
Nicaragua,Americas,2006,0
North Korea,Asia,2006,0
Pakistan,Asia,2006,0
Panama,Americas,2006,0
Papua New Guinea,Asia,2006,0
Peru,Americas,2006,0
Philippines,Asia,2006,0
Poland,Europe,2006,0
Romania,Europe,2006,0
Russia,Europe,2006,0
Rwanda,Africa,2006,0
Slovenia,Europe,2006,0
Solomon Islands,Asia,2006,0
South Africa,Africa,2006,0
Spain,Europe,2006,0
St. Lucia,Americas,2006,0
Sudan,Africa,2006,0
Tajikistan,Asia,2006,3
Tanzania,Africa,2006,0
Thailand,Asia,2006,0
Tonga,Asia,2006,0
Trinidad and Tobago,Americas,2006,0
Turkey,Europe,2006,0
Turkmenistan,Asia,2006,0
Uganda,Africa,2006,0
United Kingdom,Europe,2006,0
United States,Americas,2006,0
Uzbekistan,Asia,2006,0
Vanuatu,Asia,2006,0
Venezuela,Americas,2006,0
Yemen,Asia,2006,0
Afghanistan,Asia,2007,0
Albania,Europe,2007,0
Algeria,Africa,2007,0
Argentina,Americas,2007,0
Armenia,Europe,2007,0
Australia,Asia,2007,0
Austria,Europe,2007,0
Azerbaijan,Europe,2007,0
Bangladesh,Asia,2007,0
Barbados,Americas,2007,0
Belgium,Europe,2007,0
Bolivia,Americas,2007,0
Brazil,Americas,2007,1
Bulgaria,Europe,2007,0
Burundi,Africa,2007,0
Chile,Americas,2007,12
China,Asia,2007,3
Colombia,Americas,2007,0
"Congo, Dem. Rep.",Africa,2007,0
"Congo, Rep.",Africa,2007,0
Costa Rica,Americas,2007,0
Croatia,Europe,2007,0
Cuba,Americas,2007,0
Cyprus,Europe,2007,0
Dominica,Americas,2007,0
Dominican Republic,Americas,2007,0
Ecuador,Americas,2007,0
Egypt,Africa,2007,0
El Salvador,Americas,2007,0
Fiji,Asia,2007,0
Georgia,Europe,2007,0
Germany,Europe,2007,0
Greece,Europe,2007,0
Guatemala,Americas,2007,0
Guinea,Africa,2007,0
Honduras,Americas,2007,0
Iceland,Europe,2007,0
India,Asia,2007,0
Indonesia,Asia,2007,95
Iran,Asia,2007,0
Iraq,Asia,2007,0
Italy,Europe,2007,0
Japan,Asia,2007,10
Kazakhstan,Asia,2007,0
Kenya,Africa,2007,0
Kyrgyz Republic,Asia,2007,0
Malawi,Africa,2007,0
Mexico,Americas,2007,0
Morocco,Africa,2007,0
Mozambique,Africa,2007,0
Myanmar,Asia,2007,0
Nepal,Asia,2007,0
Netherlands,Europe,2007,0
New Zealand,Asia,2007,0
Nicaragua,Americas,2007,0
North Korea,Asia,2007,0
Pakistan,Asia,2007,0
Panama,Americas,2007,0
Papua New Guinea,Asia,2007,0
Peru,Americas,2007,519
Philippines,Asia,2007,0
Poland,Europe,2007,0
Romania,Europe,2007,0
Russia,Europe,2007,2
Rwanda,Africa,2007,0
Slovenia,Europe,2007,0
Solomon Islands,Asia,2007,0
South Africa,Africa,2007,0
Spain,Europe,2007,0
St. Lucia,Americas,2007,0
Sudan,Africa,2007,0
Tajikistan,Asia,2007,11
Tanzania,Africa,2007,0
Thailand,Asia,2007,0
Tonga,Asia,2007,0
Trinidad and Tobago,Americas,2007,0
Turkey,Europe,2007,0
Turkmenistan,Asia,2007,0
Uganda,Africa,2007,0
United Kingdom,Europe,2007,0
United States,Americas,2007,0
Uzbekistan,Asia,2007,0
Vanuatu,Asia,2007,0
Venezuela,Americas,2007,0
Yemen,Asia,2007,0
Afghanistan,Asia,2008,0
Albania,Europe,2008,0
Algeria,Africa,2008,0
Argentina,Americas,2008,0
Armenia,Europe,2008,0
Australia,Asia,2008,0
Austria,Europe,2008,0
Azerbaijan,Europe,2008,0
Bangladesh,Asia,2008,0
Barbados,Americas,2008,0
Belgium,Europe,2008,0
Bolivia,Americas,2008,0
Brazil,Americas,2008,0
Bulgaria,Europe,2008,0
Burundi,Africa,2008,0
Chile,Americas,2008,0
China,Asia,2008,87600
Colombia,Americas,2008,0
"Congo, Dem. Rep.",Africa,2008,7
"Congo, Rep.",Africa,2008,0
Costa Rica,Americas,2008,0
Croatia,Europe,2008,0
Cuba,Americas,2008,0
Cyprus,Europe,2008,0
Dominica,Americas,2008,0
Dominican Republic,Americas,2008,0
Ecuador,Americas,2008,0
Egypt,Africa,2008,0
El Salvador,Americas,2008,0
Fiji,Asia,2008,0
Georgia,Europe,2008,0
Germany,Europe,2008,0
Greece,Europe,2008,2
Guatemala,Americas,2008,0
Guinea,Africa,2008,0
Honduras,Americas,2008,0
Iceland,Europe,2008,0
India,Asia,2008,0
Indonesia,Asia,2008,11
Iran,Asia,2008,6
Iraq,Asia,2008,0
Italy,Europe,2008,0
Japan,Asia,2008,14
Kazakhstan,Asia,2008,0
Kenya,Africa,2008,0
Kyrgyz Republic,Asia,2008,74
Malawi,Africa,2008,0
Mexico,Americas,2008,0
Morocco,Africa,2008,0
Mozambique,Africa,2008,0
Myanmar,Asia,2008,0
Nepal,Asia,2008,0
Netherlands,Europe,2008,0
New Zealand,Asia,2008,0
Nicaragua,Americas,2008,0
North Korea,Asia,2008,0
Pakistan,Asia,2008,166
Panama,Americas,2008,0
Papua New Guinea,Asia,2008,0
Peru,Americas,2008,0
Philippines,Asia,2008,0
Poland,Europe,2008,0
Romania,Europe,2008,0
Russia,Europe,2008,13
Rwanda,Africa,2008,36
Slovenia,Europe,2008,0
Solomon Islands,Asia,2008,0
South Africa,Africa,2008,0
Spain,Europe,2008,0
St. Lucia,Americas,2008,0
Sudan,Africa,2008,0
Tajikistan,Asia,2008,0
Tanzania,Africa,2008,0
Thailand,Asia,2008,0
Tonga,Asia,2008,0
Trinidad and Tobago,Americas,2008,0
Turkey,Europe,2008,0
Turkmenistan,Asia,2008,0
Uganda,Africa,2008,0
United Kingdom,Europe,2008,0
United States,Americas,2008,0
Uzbekistan,Asia,2008,0
Vanuatu,Asia,2008,0
Venezuela,Americas,2008,0
Yemen,Asia,2008,0
